leader,leader_name,follower,follower_name,k*,|d|,d_orig,overlap_days
sse/880751,sse/880751 昨日跌停,sse/880789,sse/880789 昨成交20,57,0.12508778251419744,-0.12508778251419744,1163
sse/880852,sse/880852 参股新股,sse/880874,sse/880874 昨曾涨停,53,0.12492188229216242,0.12492188229216242,2289
sse/880887,sse/880887 次新超跌,sse/880898,sse/880898 近已解禁,39,0.12477060678904295,0.12477060678904295,1258
sse/880490,sse/880490 通信设备,sse/880751,sse/880751 昨日跌停,18,0.12454100876745156,0.12454100876745156,1163
sse/880360,sse/880360 农林牧渔,sse/880622,sse/880622 破增发价,51,0.12441734373441865,0.12441734373441865,1037
sse/880778,sse/880778 次新预增,sse/880817,sse/880817 商誉减值,60,0.1242322097110776,-0.1242322097110776,1486
sse/880421,sse/880421 广告包装,sse/880886,sse/880886 昨日较强,59,0.12357229693740784,0.12357229693740784,2128
sse/880773,sse/880773 最近闪跌,sse/880790,sse/880790 高负债率,50,0.123275435336894,0.123275435336894,910
sse/880875,sse/880875 中小银行,sse/880752,sse/880752 昨曾跌停,51,0.12201495153212708,0.12201495153212708,1171
sse/880887,sse/880887 次新超跌,sse/880619,sse/880619 业绩预增,39,0.12171031976896407,0.12171031976896407,1044
sse/880752,sse/880752 昨曾跌停,sse/880446,sse/880446 电气设备,57,0.1216745170995221,-0.1216745170995221,1171
sse/880859,sse/880859 员工持股,sse/880874,sse/880874 昨曾涨停,50,0.12069395430237002,0.12069395430237002,2289
sse/880751,sse/880751 昨日跌停,sse/880892,sse/880892 高质押股,56,0.12033851207677207,-0.12033851207677207,1163
sse/880372,sse/880372 食品饮料,sse/880772,sse/880772 最近闪拉,44,0.11996802772446685,0.11996802772446685,1038
sse/880825,sse/880825 预计转亏,sse/880081,sse/880081 轮动趋势,41,0.11975612059375829,0.11975612059375829,683
sse/880778,sse/880778 次新预增,sse/880432,sse/880432 运输设备,49,0.11964621610520743,-0.11964621610520743,1486
sse/880882,sse/880882 久不分红,sse/880779,sse/880779 高融资盘,46,0.11905575580710892,0.11905575580710892,1682
sse/880565,sse/880565 送转潜力,sse/880874,sse/880874 昨曾涨停,40,0.11899662828409148,0.11899662828409148,2289
sse/880785,sse/880785 最近多板,sse/880842,sse/880842 业绩预升,18,0.11884700246540547,-0.11884700246540547,1472
sse/880400,sse/880400 医药,sse/880770,sse/880770 昨日上榜,53,0.11884045871744711,0.11884045871744711,1521
sse/880620,sse/880620 券商金股,sse/880455,sse/880455 供气供热,36,0.11880685180896189,-0.11880685180896189,1042
sse/880437,sse/880437 通用机械,sse/880874,sse/880874 昨曾涨停,40,0.11868568705030386,0.11868568705030386,2289
sse/880808,sse/880808 股东减持,sse/880874,sse/880874 昨曾涨停,51,0.11829765982550619,0.11829765982550619,2289
sse/880846,sse/880846 破净资产,sse/880874,sse/880874 昨曾涨停,59,0.11784302133127876,0.11784302133127876,2289
sse/880778,sse/880778 次新预增,sse/880424,sse/880424 旅游,50,0.11720210251760732,-0.11720210251760732,1486
sse/880751,sse/880751 昨日跌停,sse/880879,sse/880879 低价股,50,0.1170526510485698,-0.1170526510485698,1163
sse/880812,sse/880812 昨日连板,sse/880406,sse/880406 商业连锁,59,0.1158428141668601,-0.1158428141668601,1974
sse/880790,sse/880790 高负债率,sse/880842,sse/880842 业绩预升,59,0.11568701570433387,-0.11568701570433387,1461
sse/880421,sse/880421 广告包装,sse/880814,sse/880814 拟增持,57,0.11541651943811254,0.11541651943811254,1835
sse/880792,sse/880792 基金增仓,sse/880896,sse/880896 风险提示,55,0.11492268694890956,-0.11492268694890956,1589
sse/880785,sse/880785 最近多板,sse/880874,sse/880874 昨曾涨停,39,0.11467631244627041,-0.11467631244627041,1659
sse/880829,sse/880829 低市净率,sse/880874,sse/880874 昨曾涨停,59,0.1146567643563483,0.1146567643563483,2289
sse/880812,sse/880812 昨日连板,sse/880455,sse/880455 供气供热,55,0.1146117801277515,-0.1146117801277515,1974
sse/880813,sse/880813 重组预案,sse/880874,sse/880874 昨曾涨停,41,0.114216756142253,-0.114216756142253,1967
sse/880459,sse/880459 运输服务,sse/880874,sse/880874 昨曾涨停,42,0.11414666010634338,0.11414666010634338,2289
sse/880431,sse/880431 船舶,sse/880789,sse/880789 昨成交20,49,0.11361904977502968,0.11361904977502968,1354
sse/880851,sse/880851 已高送转,sse/880318,sse/880318 钢铁,56,0.11247620031113305,-0.11247620031113305,2810
sse/880825,sse/880825 预计转亏,sse/880822,sse/880822 昨收活跃,41,0.11222485542311988,-0.11222485542311988,937
sse/880399,sse/880399 家居用品,sse/880640,sse/880640 历史新高,35,0.11127450169626696,0.11127450169626696,919
sse/880752,sse/880752 昨曾跌停,sse/880335,sse/880335 化工,57,0.11058242332670075,-0.11058242332670075,1171
sse/880790,sse/880790 高负债率,sse/880886,sse/880886 昨日较强,41,0.11051064611031466,-0.11051064611031466,1648
sse/880793,sse/880793 基金减仓,sse/880896,sse/880896 风险提示,54,0.11041248530093123,-0.11041248530093123,1589
sse/880881,sse/880881 近期弱势,sse/880779,sse/880779 高融资盘,42,0.11036969141458391,0.11036969141458391,1664
sse/880785,sse/880785 最近多板,sse/880708,sse/880708 台资背景,18,0.10992133294139084,-0.10992133294139084,1659
